1.2306953181578279e-12,8.027714219097598e-12
3.0920463188140593e-23,5.906032035294585e-23
2.227866569297308e-23,4.170642313131069e-25
1.3616942117575297e-65,1.1912654888766988e-83
2.626365538838581e-44,1.3358643955402808e-12
3.9182299320865516e-83,8.744775049111518e-90
5.566408168897895e-19,2.60562079851762e-17
7.60898074489244e-09,9.567098348828962e-15
1.3389095553252412e-32,2.64871165150501e-60
1.098729072977482e-19,6.333231025328762e-16
2.1855146578439257e-109,1.2528607357995053e-103
2.97488937869036e-16,2.8456883381192415e-26
1.7884469959314457e-95,2.4828851303617875e-90
2.5888142747694605e-63,2.0653944708972936e-53
2.1104795241522664e-08,9.487524340727181e-18
1.9407309705098118e-47,6.552644687795298e-58
2.430944445625572e-77,3.658413883600084e-77
2.846019100494518e-07,2.883410307496188e-07
5.467880193690198e-20,2.463966069260798e-28
1.652214820472403e-183,6.858074942541057e-183
1.1885594189622892e-44,9.93071184704633e-26
1.4928074473288164e-30,1.0174057007531939e-29
1.288867812252015e-15,2.781677395146584e-23
8.400940637077333e-39,1.1474305256418588e-32
1.1958039926633945e-65,6.073739177620612e-65
7.600530938573281e-26,2.585364079750988e-18
4.71764718859204e-32,5.1645869325517877e-26
1.0854379209981643e-55,2.2409821694014274e-54
3.582431914298044e-58,3.634189525259106e-58
9.262870694824303e-52,2.3470330214322304e-49
2.000797397852503e-65,2.6290746452174593e-92
5.192325589217138e-15,1.387349967716157e-15
2.6516460537042344e-77,8.004878576325184e-65
3.182723110757505e-42,4.036158653372458e-41
1.7987230606092432e-16,9.784652941798861e-23
2.965910276361042e-26,2.307022088284739e-44
0.003909544329544697,1.0116885193339515e-16
4.0266697799043054e-56,1.7541679051496436e-58
7.565784586339561e-16,8.585192557389333e-22
2.4359073859699734e-15,4.876142216400518e-15
3.4083130229210225e-40,1.0757483576676657e-78
1.0453210859972337e-29,1.2310325310144485e-32
2.864904604797829e-33,2.6900704137742653e-21
1.5451174237462818e-14,2.4004603944490938e-08
2.3007996054551657e-95,1.7999964021351109e-84
4.006191684294792e-16,5.9040175532484395e-21
8.300254195642185e-96,4.504710392772022e-101
8.077203734031323e-50,7.715319924041008e-38
6.038675801030121e-25,8.269885863003969e-37
6.057036758596145e-66,2.8118002269880796e-64
2.324221075121162e-97,1.452915415220973e-68
4.4827039803372334e-08,0.021582751510574802
1.6798912114227712e-10,1.2382479833105643e-40
1.3252478572746619e-16,2.5766869640593993e-11
3.978470417859398e-30,2.3304265252231337e-37
3.2533494194803455e-92,7.662936227600625e-81
2.398136834063345e-50,8.793352342773233e-62
8.724668312291568e-38,9.770079169275355e-46
4.2500086298655365e-13,1.0871722957580064e-15
4.43874136415885e-21,1.5653608306228694e-25
1.6665685050323136e-73,1.447383284346589e-75
1.118341986130682e-25,7.077586336663793e-18
1.2344616865469978e-13,1.8045392459805716e-16
6.384622410014541e-07,5.767967093083919e-19
3.38007999305326e-89,5.454885357373804e-57
3.0250145029228936e-24,3.995659790961347e-37
1.1192868562457738e-05,5.2408860053878835e-15
1.6529358391919902e-113,2.4828616244072994e-101
0.005270484671710901,1.1663253408967998e-09
4.4677805091843624e-27,4.41050564114212e-32
4.421814660127062e-11,3.751984027717839e-17
5.935779199840574e-16,5.513332679338808e-09
3.59947815038793e-147,1.5600129709062453e-161
8.607366283303893e-157,1.788072587591424e-157
1.8586738894517984e-25,1.0317317686762451e-23
1.515703924760571e-19,8.932755644139934e-05
8.166743101660099e-09,1.532641927978133e-28
4.54283841252262e-19,3.8499856580667196e-23
1.6788914674928072e-15,1.4699622338532804e-25
1.2456059526245223e-34,3.973327321750314e-21
1.2756422870053541e-05,2.9199567639610613e-13
6.626406321598754e-50,5.68565708281125e-60
2.1949762113368317e-125,6.22633721504242e-135
5.356367032750874e-32,5.3860602511537826e-36
1.9450743522836302e-33,1.247626406082094e-28
3.9630845402088687e-28,3.381670247056913e-27
1.4520421313083526e-86,4.371229492140736e-90
1.8201839597871727e-21,3.485064306508041e-27
1.1319389865175874e-39,4.130976729489231e-46
2.5869630406168866e-37,4.10856933424816e-33
1.689093147460929e-87,1.42779710436515e-85
2.413292935486423e-112,1.1606935188795306e-111
3.4478603381635025e-19,9.018269057914528e-09
4.70053252481337e-25,1.315656699597876e-19
1.768741344202204e-07,9.123066439283039e-09
2.5703106529277883e-17,1.4218800302359016e-19
2.168927991535757e-40,4.410561151132508e-28
1.846393524842353e-23,0.006758028288855502
6.203721457870982e-57,4.001581084206922e-29
7.331436054117825e-172,4.830337774566329e-153
1.0693003559264933e-07,0.03281198003523366
2.807787555425304e-128,1.7463495195850567e-115
1.0406131140540587e-51,2.9662581153948704e-56
2.387908629038557e-261,9.556990632565626e-243
2.856460387608166e-38,2.123202637640346e-34
7.964184196398619e-07,4.772226662881846e-17
3.352871792894134e-28,9.53842573029375e-22
2.179527633888181e-55,2.757729709757094e-53
8.32069159629278e-28,1.3006442065525864e-31
5.088147904300949e-38,1.7933342312479136e-36
1.0648830996051672e-11,3.3403101576173554e-13
1.3337814040506502e-06,4.225817893807561e-06
2.3054878618298376e-07,0.00013235865942795114
5.346942409544211e-99,1.7954399568844494e-93
1.119183154175865e-58,3.9130427609006736e-63
1.6015077459012737e-23,4.2390630618026236e-20
2.0852222292247867e-39,2.7020130650698173e-59
1.8823288230979525e-40,9.597686960054136e-42
4.07072410266858e-104,5.050412622009315e-96
1.2132469427618824e-41,2.271984985214444e-31
1.8320286080456347e-28,3.905005300242643e-30
0.0001205021551590104,0.010360717907616293
2.4366702484116242e-25,2.793900482606912e-29
1.2978315420299434e-138,2.640743563558233e-146
5.965598269143197e-40,1.8665916969440505e-41
3.8256106897696554e-84,8.972357180394592e-74
5.314132101898651e-144,4.2547091081645217e-169
1.4565990754544713e-55,5.279718168548608e-19
4.533278469509655e-59,2.1743199729785355e-70
1.0283732232025016e-24,3.6910876670739043e-34
1.0173310724057484e-15,2.131408049851321e-14
2.486674893052822e-101,2.1218376821716455e-54
7.134371898201748e-39,1.3908223826878287e-41
1.4680733965091394e-22,1.300526227523326e-27
1.0074873154627302e-187,2.1189749157957095e-197
1.584869195175989e-105,1.372456307748047e-105
2.4447472978875735e-29,2.743930873197402e-35
5.0879328921279694e-08,0.0002611994363771292
7.7529418223929945e-31,4.1162447715651157e-16
3.6789666425101504e-70,2.8336837932851487e-61
1.799165531869886e-102,1.0824997736512078e-93
4.3179775568841715e-72,5.427819240531474e-97
2.597178889160117e-50,1.2022674434473683e-28
3.8658576555494863e-11,5.041419945922586e-18
2.958689148343474e-18,7.044671287066642e-18
1.7063349421480757e-149,1.1038402214035418e-137
1.1873366904854282e-31,2.9757638457070945e-38
1.9335998898167022e-236,1.7686341299618763e-237
2.0339111896423385e-60,1.7135503192492937e-80
2.791146999219343e-31,9.886973820644718e-35
9.558161358592088e-160,1.3896080219676091e-154
1.462876488527685e-24,8.822982202140369e-27
7.181575145294406e-182,1.9006289419080261e-196
2.7581697148975317e-14,3.0889939584158593e-09
5.02598269804336e-106,5.324626706324947e-92
2.4710884284705088e-24,7.388701413854107e-23
